Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:2IvetNzSZMH5gwjInoyr18,7b91d7e5ed6d4471b9e7f7be669593c5,2025-06-02T12:23:08Z,1,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:5dAauIxGC3TyZRGIsOwWDu,7b91d7e5ed6d4471b9e7f7be669593c5,2025-06-02T12:23:08Z,3,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:4hjuUelurEBKlqpJPJ77Iw,7b91d7e5ed6d4471b9e7f7be669593c5,2025-06-02T12:23:08Z,2,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:5EGPf0nqO7vEIwsOX6Er98,6fdaac9000ff4741bfbde8fee25272be,2025-06-02T12:39:44Z,1,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:3bxZhauuIU4ubctdRZwPYW,6fdaac9000ff4741bfbde8fee25272be,2025-06-02T12:39:44Z,3,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:4pbyDPjFgfPqFTcIMC8xpK,6fdaac9000ff4741bfbde8fee25272be,2025-06-02T12:39:44Z,2,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:2grjqo0Frpf2okIBiifQKs,638bece9d51043468d065ac30af784f2,2025-06-02T12:47:06Z,2,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:3DarAbFujv6eYNliUTyqtz,638bece9d51043468d065ac30af784f2,2025-06-02T12:47:06Z,3,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:7HW5WIw7ZgZORCzUxv5gW5,638bece9d51043468d065ac30af784f2,2025-06-02T12:47:06Z,1,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:5EGPf0nqO7vEIwsOX6Er98,441377a4cd194279803e5145568346ed,2025-06-02T13:43:08Z,3,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:3bxZhauuIU4ubctdRZwPYW,441377a4cd194279803e5145568346ed,2025-06-02T13:43:08Z,1,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:5A1FmxbYVRZKy4nc16MAue,441377a4cd194279803e5145568346ed,2025-06-02T13:43:08Z,2,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:2IvetNzSZMH5gwjInoyr18,95f0f3d2f6e84e54b527a9847c90935c,2025-06-02T14:25:34Z,1,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:2grjqo0Frpf2okIBiifQKs,95f0f3d2f6e84e54b527a9847c90935c,2025-06-02T14:25:34Z,2,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:3bxZhauuIU4ubctdRZwPYW,95f0f3d2f6e84e54b527a9847c90935c,2025-06-02T14:25:34Z,3,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:4pbyDPjFgfPqFTcIMC8xpK,0832db62ced3425bbe7aa7c1cf79c225,2025-06-02T15:00:07Z,3,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:6EMynpZ10GVcwVqiLZj6Ye,0832db62ced3425bbe7aa7c1cf79c225,2025-06-02T15:00:07Z,2,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:7HW5WIw7ZgZORCzUxv5gW5,0832db62ced3425bbe7aa7c1cf79c225,2025-06-02T15:00:07Z,1,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:3DarAbFujv6eYNliUTyqtz,8fc1dc71014e405da1c76d2fc096a6d6,2025-06-02T15:40:10Z,2,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:5dAauIxGC3TyZRGIsOwWDu,8fc1dc71014e405da1c76d2fc096a6d6,2025-06-02T15:40:10Z,1,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:49skdn8Truaufvcz8BXmtT,8fc1dc71014e405da1c76d2fc096a6d6,2025-06-02T15:40:10Z,3,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:2IvetNzSZMH5gwjInoyr18,9bb5de166c84417f9eac1ab83cde51a3,2025-06-02T16:01:48Z,2,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:4hjuUelurEBKlqpJPJ77Iw,9bb5de166c84417f9eac1ab83cde51a3,2025-06-02T16:01:48Z,2,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:7HW5WIw7ZgZORCzUxv5gW5,9bb5de166c84417f9eac1ab83cde51a3,2025-06-02T16:01:48Z,1,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:2goLsvvODILDzeeiT4dAoR,9bb5de166c84417f9eac1ab83cde51a3,2025-06-02T16:01:48Z,1,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:4pryE6cN2gFL1FVF5fYINl,65f3353a17ee4d3093d42837d3a84e21,2025-06-03T07:25:57Z,2,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:2grjqo0Frpf2okIBiifQKs,65f3353a17ee4d3093d42837d3a84e21,2025-06-03T07:25:57Z,3,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:5dAauIxGC3TyZRGIsOwWDu,65f3353a17ee4d3093d42837d3a84e21,2025-06-03T07:25:57Z,1,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:0k3fBeBIcok5gbYQyQbxP5,f0bffd950ed749d2b6ad93422db32028,2025-06-03T07:52:05Z,1,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:7HW5WIw7ZgZORCzUxv5gW5,f0bffd950ed749d2b6ad93422db32028,2025-06-03T07:52:05Z,2,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:2goLsvvODILDzeeiT4dAoR,f0bffd950ed749d2b6ad93422db32028,2025-06-03T07:52:05Z,3,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:4pbyDPjFgfPqFTcIMC8xpK,ebb25a7b909a431dbc2f15552c35dd26,2025-06-03T18:20:12Z,2,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:2goLsvvODILDzeeiT4dAoR,ebb25a7b909a431dbc2f15552c35dd26,2025-06-03T18:20:12Z,1,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:2IvetNzSZMH5gwjInoyr18,ebb25a7b909a431dbc2f15552c35dd26,2025-06-03T18:20:12Z,3,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:2grjqo0Frpf2okIBiifQKs,3ab94c2427a243119371a8866e43e973,2025-06-03T20:05:19Z,3,,304cfa8d78a2420cbe0c5c0bef15b0af
spotify:track:6EMynpZ10GVcwVqiLZj6Ye,3ab94c2427a243119371a8866e43e973,2025-06-03T20:05:19Z,2,,304cfa8d78a2420cbe0c5c0bef15b0af
